Indiv.ID,Survey_Round,Assay_Round,Assay_Type,Activity
BS_21,5,3,Foraging,16
BS_21,5,1,Novel,9
BS_21,5,2,Novel,17
BS_21,5,3,Novel,2
BS_21,5,1,Predator,0
BS_21,5,2,Predator,0
BS_21,5,3,Predator,0
BS_22,1,1,Foraging,0
BS_22,1,2,Foraging,13
BS_22,1,3,Foraging,4
BS_22,1,1,Novel,4
BS_22,1,2,Novel,0
BS_22,1,3,Novel,0
BS_22,1,1,Predator,5
BS_22,1,2,Predator,0
BS_22,1,3,Predator,1
BS_22,2,1,Foraging,0
BS_22,2,2,Foraging,0
BS_22,2,3,Foraging,0
BS_22,2,1,Novel,0
BS_22,2,2,Novel,0
BS_22,2,3,Novel,0
BS_22,2,1,Predator,0
BS_22,2,2,Predator,1
BS_22,2,3,Predator,0
BS_22,3,1,Foraging,0
BS_22,3,2,Foraging,0
BS_22,3,3,Foraging,0
BS_22,3,1,Novel,0
BS_22,3,2,Novel,0
BS_22,3,3,Novel,0
BS_22,3,1,Predator,0
BS_22,3,2,Predator,0
BS_22,3,3,Predator,0
BS_24,1,1,Foraging,27
BS_24,1,2,Foraging,13
BS_24,1,3,Foraging,30
BS_24,1,1,Novel,32
BS_24,1,2,Novel,25
BS_24,1,3,Novel,4
BS_24,1,1,Predator,5
BS_24,1,2,Predator,12
BS_24,1,3,Predator,16
BS_24,2,1,Foraging,3
BS_24,2,2,Foraging,2
BS_24,2,3,Foraging,0
BS_24,2,1,Novel,0
BS_24,2,2,Novel,0
BS_24,2,3,Novel,0
BS_24,2,1,Predator,0
BS_24,2,2,Predator,0
BS_24,2,3,Predator,0
BS_24,3,1,Foraging,4
BS_24,3,2,Foraging,13
BS_24,3,3,Foraging,4
BS_24,3,1,Novel,3
BS_24,3,2,Novel,3
BS_24,3,3,Novel,0
BS_24,3,1,Predator,13
BS_24,3,2,Predator,2
BS_24,3,3,Predator,0
BS_24,4,1,Foraging,12
BS_24,4,2,Foraging,24
BS_24,4,3,Foraging,17
BS_24,4,1,Novel,17
BS_24,4,2,Novel,8
BS_24,4,3,Novel,0
BS_24,4,1,Predator,11
BS_24,4,2,Predator,21
BS_24,4,3,Predator,8
BS_25,1,1,Foraging,12
BS_25,1,2,Foraging,13
BS_25,1,3,Foraging,5
BS_25,1,1,Novel,20
BS_25,1,2,Novel,8
BS_25,1,3,Novel,0
BS_25,1,1,Predator,0
BS_25,1,2,Predator,0
BS_25,1,3,Predator,0
BS_25,2,1,Foraging,0
BS_25,2,2,Foraging,0
BS_25,2,3,Foraging,0
BS_25,2,1,Novel,0
BS_25,2,2,Novel,0
BS_25,2,3,Novel,0
BS_25,2,1,Predator,2
BS_25,2,2,Predator,0
BS_25,2,3,Predator,0
BS_25,3,1,Foraging,3
BS_25,3,2,Foraging,12
BS_25,3,3,Foraging,4
BS_25,3,1,Novel,2
BS_25,3,2,Novel,10
BS_25,3,3,Novel,15
BS_25,3,1,Predator,0
BS_25,3,2,Predator,0
BS_25,3,3,Predator,0
BS_25,4,1,Foraging,0
BS_25,4,2,Foraging,0
BS_25,4,3,Foraging,4
BS_25,4,1,Novel,0
BS_25,4,2,Novel,0
BS_25,4,3,Novel,0
BS_25,4,1,Predator,0
BS_25,4,2,Predator,0
BS_25,4,3,Predator,0
BS_25,5,1,Foraging,0
BS_25,5,2,Foraging,2
BS_25,5,3,Foraging,0
BS_25,5,1,Novel,8
BS_25,5,2,Novel,14
BS_25,5,3,Novel,2
BS_25,5,1,Predator,0
BS_25,5,2,Predator,16
BS_25,5,3,Predator,5
BS_26,1,1,Foraging,1
BS_26,1,2,Foraging,0
BS_26,1,3,Foraging,24
BS_26,1,1,Novel,14
BS_26,1,2,Novel,21
BS_26,1,3,Novel,2
BS_26,1,1,Predator,38
BS_26,1,2,Predator,8
BS_26,1,3,Predator,8
BS_26,2,1,Foraging,15
BS_26,2,2,Foraging,21
BS_26,2,3,Foraging,2
BS_26,2,1,Novel,20
BS_26,2,2,Novel,36
BS_26,2,3,Novel,26
BS_26,2,1,Predator,36
BS_26,2,2,Predator,13
BS_26,2,3,Predator,11
BS_26,3,1,Foraging,0
BS_26,3,2,Foraging,0
BS_26,3,3,Foraging,0
BS_26,3,1,Novel,0
BS_26,3,2,Novel,0
BS_26,3,3,Novel,0
BS_26,3,1,Predator,0
BS_26,3,2,Predator,0
BS_26,3,3,Predator,0
BS_26,4,1,Foraging,1
BS_26,4,2,Foraging,1
BS_26,4,3,Foraging,0
BS_26,4,1,Novel,0
BS_26,4,2,Novel,0
BS_26,4,3,Novel,2
BS_26,4,1,Predator,0
BS_26,4,2,Predator,3
BS_26,4,3,Predator,1
BS_26,5,1,Foraging,0
BS_26,5,2,Foraging,0
BS_26,5,3,Foraging,0
BS_26,5,1,Novel,0
BS_26,5,2,Novel,0
BS_26,5,3,Novel,0
BS_26,5,1,Predator,0
BS_26,5,2,Predator,0
BS_26,5,3,Predator,0
BS_26,6,1,Foraging,7
BS_26,6,2,Foraging,14
BS_26,6,3,Foraging,12
BS_26,6,1,Novel,4
BS_26,6,2,Novel,0
BS_26,6,3,Novel,0
BS_26,6,1,Predator,0
BS_26,6,2,Predator,0
BS_26,6,3,Predator,0
BS_26,7,1,Foraging,0
BS_26,7,2,Foraging,3
BS_26,7,3,Foraging,8
BS_26,7,1,Novel,0
BS_26,7,2,Novel,0
BS_26,7,3,Novel,0
BS_26,7,1,Predator,0
BS_26,7,2,Predator,0
BS_26,7,3,Predator,0
BS_27,1,1,Foraging,3
BS_27,1,2,Foraging,6
BS_27,1,3,Foraging,4
BS_27,1,1,Novel,24
BS_27,1,2,Novel,18
BS_27,1,3,Novel,18
BS_27,1,1,Predator,1
BS_27,1,2,Predator,0
BS_27,1,3,Predator,10
BS_27,2,1,Foraging,0
BS_27,2,2,Foraging,0
BS_27,2,3,Foraging,0
BS_27,2,1,Novel,1
BS_27,2,2,Novel,0
BS_27,2,3,Novel,0
BS_27,2,1,Predator,4
BS_27,2,2,Predator,0
BS_27,2,3,Predator,1
BS_29,1,1,Foraging,18
BS_29,1,2,Foraging,5
BS_29,1,3,Foraging,24
BS_29,1,1,Novel,18
BS_29,1,2,Novel,22
BS_29,1,3,Novel,7
BS_29,1,1,Predator,2
BS_29,1,2,Predator,1
BS_29,1,3,Predator,0
BS_29,2,1,Foraging,0
BS_29,2,2,Foraging,0
BS_29,2,3,Foraging,5
BS_29,2,1,Novel,2
BS_29,2,2,Novel,0
BS_29,2,3,Novel,0
BS_29,2,1,Predator,0
BS_29,2,2,Predator,1
BS_29,2,3,Predator,0
BS_29,3,1,Foraging,0
BS_29,3,2,Foraging,0
BS_29,3,3,Foraging,0
BS_29,3,1,Novel,0
BS_29,3,2,Novel,3
BS_29,3,3,Novel,0
BS_29,3,1,Predator,10
BS_29,3,2,Predator,10
BS_29,3,3,Predator,3
BS_29,4,1,Foraging,11
BS_29,4,2,Foraging,5
BS_29,4,3,Foraging,10
BS_29,4,1,Novel,1
BS_29,4,2,Novel,0
BS_29,4,3,Novel,0
BS_29,4,1,Predator,14
BS_29,4,2,Predator,0
BS_29,4,3,Predator,21
BS_29,5,1,Foraging,5
BS_29,5,2,Foraging,35
BS_29,5,3,Foraging,27
BS_29,5,1,Novel,0
BS_29,5,2,Novel,5
BS_29,5,3,Novel,0
BS_29,5,1,Predator,6
BS_29,5,2,Predator,38
BS_29,5,3,Predator,28
BS_29,6,1,Foraging,0
BS_29,6,2,Foraging,11
BS_29,6,3,Foraging,8
BS_29,6,1,Novel,18
BS_29,6,2,Novel,2
BS_29,6,3,Novel,0
BS_29,6,1,Predator,9
BS_29,6,2,Predator,1
BS_29,6,3,Predator,0
BS_29,7,1,Foraging,0
BS_29,7,2,Foraging,6
BS_29,7,3,Foraging,2
BS_29,7,1,Novel,5
BS_29,7,2,Novel,5
BS_29,7,3,Novel,7
BS_29,7,1,Predator,6
BS_29,7,2,Predator,5
BS_29,7,3,Predator,1
BS_3,1,1,Foraging,15
BS_3,1,2,Foraging,3
BS_3,1,3,Foraging,0
BS_3,1,1,Novel,31
BS_3,1,2,Novel,10
BS_3,1,3,Novel,26
BS_3,1,1,Predator,5
BS_3,1,2,Predator,2
BS_3,1,3,Predator,0
BS_3,2,1,Foraging,0
BS_3,2,2,Foraging,0
BS_3,2,3,Foraging,7
BS_3,2,1,Novel,12
BS_3,2,2,Novel,8
BS_3,2,3,Novel,29
BS_3,2,1,Predator,0
BS_3,2,2,Predator,0
BS_3,2,3,Predator,0
BS_3,3,1,Foraging,1
BS_3,3,2,Foraging,3
BS_3,3,3,Foraging,8
BS_3,3,1,Novel,1
BS_3,3,2,Novel,0
BS_3,3,3,Novel,0
BS_3,3,1,Predator,1
BS_3,3,2,Predator,4
BS_3,3,3,Predator,4
BS_30,1,1,Foraging,34
BS_30,1,2,Foraging,36
BS_30,1,3,Foraging,11
BS_30,1,1,Novel,16
BS_30,1,2,Novel,29
BS_30,1,3,Novel,13
BS_30,1,1,Predator,28
BS_30,1,2,Predator,18
BS_30,1,3,Predator,20
BS_30,2,1,Foraging,9
BS_30,2,2,Foraging,6
BS_30,2,3,Foraging,8
BS_30,2,1,Novel,1
BS_30,2,2,Novel,17
BS_30,2,3,Novel,13
BS_30,2,1,Predator,26
BS_30,2,2,Predator,8
BS_30,2,3,Predator,1
BS_30,3,1,Foraging,5
BS_30,3,2,Foraging,0
BS_30,3,3,Foraging,0
BS_30,3,1,Novel,6
BS_30,3,2,Novel,11
BS_30,3,3,Novel,0
BS_30,3,1,Predator,0
BS_30,3,2,Predator,0
BS_30,3,3,Predator,3
BS_30,4,1,Foraging,0
BS_30,4,2,Foraging,0
BS_30,4,3,Foraging,0
BS_30,4,1,Novel,0
BS_30,4,2,Novel,7
BS_30,4,3,Novel,7
BS_30,4,1,Predator,10
BS_30,4,2,Predator,5
BS_30,4,3,Predator,0
BS_30,5,1,Foraging,1
BS_30,5,2,Foraging,0
BS_30,5,3,Foraging,0
BS_30,5,1,Novel,1
BS_30,5,2,Novel,0
BS_30,5,3,Novel,0
BS_30,5,1,Predator,0
BS_30,5,2,Predator,0
BS_30,5,3,Predator,0
BS_30,6,1,Foraging,19
BS_30,6,2,Foraging,2
BS_30,6,3,Foraging,0
BS_30,6,1,Novel,1
BS_30,6,2,Novel,5
BS_30,6,3,Novel,1
BS_30,6,1,Predator,1
BS_30,6,2,Predator,0
BS_30,6,3,Predator,0
BS_31,1,1,Foraging,0
BS_31,1,2,Foraging,7
BS_31,1,3,Foraging,0
BS_31,1,1,Novel,15
BS_31,1,2,Novel,17
BS_31,1,3,Novel,18
BS_31,1,1,Predator,23
BS_31,1,2,Predator,10
BS_31,1,3,Predator,10
BS_31,2,1,Foraging,11
BS_31,2,2,Foraging,4
BS_31,2,3,Foraging,0
BS_31,2,1,Novel,3
BS_31,2,2,Novel,0
BS_31,2,3,Novel,0
BS_31,2,1,Predator,1
BS_31,2,2,Predator,0
BS_31,2,3,Predator,0
BS_31,3,1,Foraging,0
BS_31,3,2,Foraging,6
BS_31,3,3,Foraging,17
BS_31,3,1,Novel,2
BS_31,3,2,Novel,0
BS_31,3,3,Novel,18
BS_31,3,1,Predator,5
BS_31,3,2,Predator,0
BS_31,3,3,Predator,8
BS_31,4,1,Foraging,10
BS_31,4,2,Foraging,7
BS_31,4,3,Foraging,7
BS_31,4,1,Novel,1
BS_31,4,2,Novel,19
BS_31,4,3,Novel,15
BS_31,4,1,Predator,0
BS_31,4,2,Predator,0
BS_31,4,3,Predator,0
BS_31,5,1,Foraging,16
BS_31,5,2,Foraging,0
BS_31,5,3,Foraging,0
BS_31,5,1,Novel,0
BS_31,5,2,Novel,0
BS_31,5,3,Novel,0
BS_31,5,1,Predator,14
BS_31,5,2,Predator,5
BS_31,5,3,Predator,0
BS_31,6,1,Foraging,0
BS_31,6,2,Foraging,0
BS_31,6,3,Foraging,1
BS_31,6,1,Novel,8
BS_31,6,2,Novel,3
BS_31,6,3,Novel,13
BS_31,6,1,Predator,0
BS_31,6,2,Predator,0
BS_31,6,3,Predator,0
BS_32,1,1,Foraging,36
BS_32,1,2,Foraging,25
BS_32,1,3,Foraging,27
BS_32,1,1,Novel,21
BS_32,1,2,Novel,28
BS_32,1,3,Novel,15
BS_32,1,1,Predator,8
BS_32,1,2,Predator,20
BS_32,1,3,Predator,41
BS_32,2,1,Foraging,15
BS_32,2,2,Foraging,12
BS_32,2,3,Foraging,1
BS_32,2,1,Novel,3
BS_32,2,2,Novel,1
BS_32,2,3,Novel,5
BS_32,2,1,Predator,13
BS_32,2,2,Predator,1
BS_32,2,3,Predator,2
BS_32,3,1,Foraging,33
BS_32,3,2,Foraging,25
BS_32,3,3,Foraging,7
BS_32,3,1,Novel,26
BS_32,3,2,Novel,18
BS_32,3,3,Novel,11
BS_32,3,1,Predator,32
BS_32,3,2,Predator,43
BS_32,3,3,Predator,16
BS_32,4,1,Foraging,2
BS_32,4,2,Foraging,1
BS_32,4,3,Foraging,0
BS_32,4,1,Novel,4
BS_32,4,2,Novel,2
BS_32,4,3,Novel,7
BS_32,4,1,Predator,0
BS_32,4,2,Predator,0
BS_32,4,3,Predator,0
BS_32,5,1,Foraging,4
BS_32,5,2,Foraging,3
BS_32,5,3,Foraging,1
BS_32,5,1,Novel,19
BS_32,5,2,Novel,27
BS_32,5,3,Novel,14
BS_32,5,1,Predator,0
BS_32,5,2,Predator,11
BS_32,5,3,Predator,0
BS_37,1,1,Foraging,0
BS_37,1,2,Foraging,0
BS_37,1,3,Foraging,1
BS_37,1,1,Novel,0
BS_37,1,2,Novel,0
BS_37,1,3,Novel,0
BS_37,1,1,Predator,0
BS_37,1,2,Predator,0
BS_37,1,3,Predator,0
BS_37,2,1,Foraging,0
BS_37,2,2,Foraging,0
BS_37,2,3,Foraging,0
BS_37,2,1,Novel,17
BS_37,2,2,Novel,10
BS_37,2,3,Novel,3
BS_37,2,1,Predator,5
BS_37,2,2,Predator,0
BS_37,2,3,Predator,24
BS_37,3,1,Foraging,2
BS_37,3,2,Foraging,0
BS_37,3,3,Foraging,0
BS_37,3,1,Novel,5
BS_37,3,2,Novel,11
BS_37,3,3,Novel,6
BS_37,3,1,Predator,0
BS_37,3,2,Predator,0
BS_37,3,3,Predator,1
BS_37,4,1,Foraging,8
BS_37,4,2,Foraging,5
BS_37,4,3,Foraging,14
BS_37,4,1,Novel,1
BS_37,4,2,Novel,0
BS_37,4,3,Novel,0
BS_37,4,1,Predator,10
BS_37,4,2,Predator,16
BS_37,4,3,Predator,8
BS_37,5,1,Foraging,2
BS_37,5,2,Foraging,1
BS_37,5,3,Foraging,1
BS_37,5,1,Novel,1
BS_37,5,2,Novel,15
BS_37,5,3,Novel,0
BS_37,5,1,Predator,1
BS_37,5,2,Predator,0
BS_37,5,3,Predator,0
BS_39,1,1,Foraging,25
BS_39,1,2,Foraging,17
BS_39,1,3,Foraging,23
BS_39,1,1,Novel,24
BS_39,1,2,Novel,18
BS_39,1,3,Novel,20
BS_39,1,1,Predator,10
BS_39,1,2,Predator,42
BS_39,1,3,Predator,19
BS_39,2,1,Foraging,5
BS_39,2,2,Foraging,0
BS_39,2,3,Foraging,0
BS_39,2,1,Novel,0
BS_39,2,2,Novel,0
BS_39,2,3,Novel,5
BS_39,2,1,Predator,0
BS_39,2,2,Predator,0
BS_39,2,3,Predator,0
BS_39,3,1,Foraging,12
BS_39,3,2,Foraging,6
BS_39,3,3,Foraging,6
BS_39,3,1,Novel,0
BS_39,3,2,Novel,0
BS_39,3,3,Novel,0
BS_39,3,1,Predator,0
BS_39,3,2,Predator,0
BS_39,3,3,Predator,0
BS_4,1,1,Foraging,3
BS_4,1,2,Foraging,0
BS_4,1,3,Foraging,0
BS_4,1,1,Novel,13
BS_4,1,2,Novel,15
BS_4,1,3,Novel,2
BS_4,1,1,Predator,7
BS_4,1,2,Predator,24
BS_4,1,3,Predator,24
BS_4,2,1,Foraging,0
BS_4,2,2,Foraging,0
BS_4,2,3,Foraging,0
BS_4,2,1,Novel,17
BS_4,2,2,Novel,1
BS_4,2,3,Novel,0
BS_4,2,1,Predator,0
BS_4,2,2,Predator,0
BS_4,2,3,Predator,0
BS_4,3,1,Foraging,15
BS_4,3,2,Foraging,4
BS_4,3,3,Foraging,10
BS_4,3,1,Novel,2
BS_4,3,2,Novel,10
BS_4,3,3,Novel,17
BS_4,3,1,Predator,7
BS_4,3,2,Predator,12
BS_4,3,3,Predator,13
BS_40,1,1,Foraging,35
BS_40,1,2,Foraging,13
BS_40,1,3,Foraging,4
BS_40,1,1,Novel,26
BS_40,1,2,Novel,21
BS_40,1,3,Novel,38
BS_40,1,1,Predator,20
BS_40,1,2,Predator,0
BS_40,1,3,Predator,27
BS_40,2,1,Foraging,0
BS_40,2,2,Foraging,5
BS_40,2,3,Foraging,9
BS_40,2,1,Novel,6
BS_40,2,2,Novel,1
BS_40,2,3,Novel,0
BS_40,2,1,Predator,0
BS_40,2,2,Predator,5
BS_40,2,3,Predator,0
BS_40,3,1,Foraging,1
BS_40,3,2,Foraging,0
BS_40,3,3,Foraging,0
BS_40,3,1,Novel,0
BS_40,3,2,Novel,0
BS_40,3,3,Novel,0
BS_40,3,1,Predator,0
BS_40,3,2,Predator,3
BS_40,3,3,Predator,10
BS_40,4,1,Foraging,0
BS_40,4,2,Foraging,1
BS_40,4,3,Foraging,0
BS_40,4,1,Novel,1
BS_40,4,2,Novel,0
BS_40,4,3,Novel,20
BS_40,4,1,Predator,0
BS_40,4,2,Predator,5
BS_40,4,3,Predator,0
BS_40,5,1,Foraging,1
BS_40,5,2,Foraging,0
BS_40,5,3,Foraging,0
BS_40,5,1,Novel,0
BS_40,5,2,Novel,2
BS_40,5,3,Novel,0
BS_40,5,1,Predator,0
BS_40,5,2,Predator,0
BS_40,5,3,Predator,0
BS_40,6,1,Foraging,13
BS_40,6,2,Foraging,6
BS_40,6,3,Foraging,15
BS_40,6,1,Novel,0
BS_40,6,2,Novel,16
BS_40,6,3,Novel,16
BS_40,6,1,Predator,14
BS_40,6,2,Predator,1
BS_40,6,3,Predator,10
BS_40,7,1,Foraging,3
BS_40,7,2,Foraging,1
BS_40,7,3,Foraging,0
BS_40,7,1,Novel,12
BS_40,7,2,Novel,4
BS_40,7,3,Novel,1
BS_40,7,1,Predator,18
BS_40,7,2,Predator,15
BS_40,7,3,Predator,2
BS_7,1,1,Foraging,10
BS_7,1,2,Foraging,30
BS_7,1,3,Foraging,12
BS_7,1,1,Novel,13
BS_7,1,2,Novel,2
BS_7,1,3,Novel,30
BS_7,1,1,Predator,1
BS_7,1,2,Predator,22
BS_7,1,3,Predator,28
BS_7,2,1,Foraging,3
BS_7,2,2,Foraging,4
BS_7,2,3,Foraging,0
BS_7,2,1,Novel,4
BS_7,2,2,Novel,1
BS_7,2,3,Novel,0
BS_7,2,1,Predator,9
BS_7,2,2,Predator,5
BS_7,2,3,Predator,7
BS_7,3,1,Foraging,8
BS_7,3,2,Foraging,8
BS_7,3,3,Foraging,12
BS_7,3,1,Novel,13
BS_7,3,2,Novel,16
BS_7,3,3,Novel,10
BS_7,3,1,Predator,11
BS_7,3,2,Predator,10
BS_7,3,3,Predator,8
BS_7,4,1,Foraging,0
BS_7,4,2,Foraging,0
BS_7,4,3,Foraging,0
BS_7,4,1,Novel,0
BS_7,4,2,Novel,0
BS_7,4,3,Novel,0
BS_7,4,1,Predator,0
BS_7,4,2,Predator,0
BS_7,4,3,Predator,0
BS_7,5,1,Foraging,4
BS_7,5,2,Foraging,15
BS_7,5,3,Foraging,21
BS_7,5,1,Novel,8
BS_7,5,2,Novel,4
BS_7,5,3,Novel,3
BS_7,5,1,Predator,11
BS_7,5,2,Predator,22
BS_7,5,3,Predator,9
BS_7,6,1,Foraging,6
BS_7,6,2,Foraging,3
BS_7,6,3,Foraging,0
BS_7,6,1,Novel,3
BS_7,6,2,Novel,0
BS_7,6,3,Novel,2
BS_7,6,1,Predator,0
BS_7,6,2,Predator,11
BS_7,6,3,Predator,0
BS_7,7,1,Foraging,1
BS_7,7,2,Foraging,12
BS_7,7,3,Foraging,0
BS_7,7,1,Novel,7
BS_7,7,2,Novel,10
BS_7,7,3,Novel,1
BS_7,7,1,Predator,2
BS_7,7,2,Predator,1
BS_7,7,3,Predator,0